gene_id,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YBR029C,CDS1,CDS1,"Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase); an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol, a critical step in the synthesis of all major yeast phospholipids; human homolog CDS1 can complement yeast cds1 null mutant",S000000233,A0A0L8VVV4,GO:0004605;GO:0005783;GO:0005789;GO:0005829;GO:0006629;GO:0006658;GO:0008654;GO:0016020;GO:0016024;GO:0016740;GO:0016772;GO:0016779;GO:0030133;GO:0031410;GO:0046488;GO:0070319;GO:0140042,BP;CC;MF,00564;01100;04070,PF01148,IPR000374;IPR016720
YBR030W,RKM3,RKM3,Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia,S000000234,C7GM23,GO:0005634;GO:0005829;GO:0008168;GO:0016279;GO:0016740;GO:0018026;GO:0032259,BP;CC;MF,,,IPR001214
YBR031W,RPL4A,RPL4A,"Ribosomal 60S subunit protein L4A; N-terminally acetylated; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4A has a paralog, RPL4B, that arose from the whole genome duplication",S000000235,A0A0L8VSR2,GO:0002181;GO:0003723;GO:0003735;GO:0005634;GO:0005737;GO:0005840;GO:0006412;GO:0022625;GO:1990904,BP;CC;MF,03010,PF00573;PF14374,IPR002136;IPR013000;IPR023574;IPR025755
YBR032W,NA,NA,Putative protein of unknown function; conserved among S. cerevisiae strains; YBR032W is not an essential gene,S000000236,A0A1D0CT74,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YBR033W,EDS1,EDS1,"Putative zinc cluster protein, predicted to be a transcription factor; not an essential gene; EDS1 has a paralog, RGT1, that arose from the whole genome duplication",S000000237,A6ZKX7,GO:0000981;GO:0003677;GO:0005575;GO:0005634;GO:0006355;GO:0006357;GO:0008150;GO:0008270;GO:0043565;GO:0046872,BP;CC;MF,,PF00172,IPR001138
YBR034C,HMT1,HMT1,"Nuclear SAM-dependent mono- and asymmetric methyltransferase; modifies hnRNPs, including Npl3p and Hrp1p, affecting their activity and nuclear export; methylates U1 snRNP protein Snp1p, ribosomal protein Rps2p, and histones H3 and H4; interacts genetically with genes encoding components of Rpd3(L) and this interaction is important for Rpd3 recruitment to the subtelomeric region",S000000238,A0A0L8VVB0,GO:0005634;GO:0006338;GO:0006355;GO:0006406;GO:0008168;GO:0016274;GO:0016740;GO:0018216;GO:0032259;GO:0032968;GO:0035241;GO:0035242;GO:0042054;GO:0046656;GO:0060567,BP;CC;MF,,PF06325;PF22528,IPR025799;IPR029063
YBR035C,PDX3,PDX3,Pyridoxine (pyridoxamine) phosphate oxidase; has homologs in E. coli and Myxococcus xanthus; transcription is under the general control of nitrogen metabolism,S000000239,A0A0L8VVU9,GO:0004733;GO:0005758;GO:0005829;GO:0008615;GO:0009443;GO:0010181;GO:0016491;GO:0016638;GO:0042816,BP;CC;MF,00750;01100,PF01243;PF10590,IPR000659;IPR011576;IPR012349;IPR019576;IPR019740
YBR036C,CSG2,CSG2,Calcium release channel involved in ER calcium homeostasis; integrates ER calcium release with the regulation of sphingolipid metabolism and autophagy; required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations; endoplasmic reticulum membrane protein; contains 10 transmembrane domains and a potential Ca2+ EF-hand motif; protein abundance increases in response to DNA replication stress,S000000240,A6ZKY0,GO:0000030;GO:0000324;GO:0005783;GO:0005789;GO:0006688;GO:0006874;GO:0015278;GO:0019722;GO:0030234;GO:0032469;GO:1903514,BP;CC;MF,,PF16965,IPR018247;IPR031581
YBR037C,SCO1,SCO1,"Copper-binding protein of mitochondrial inner membrane; required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; similar to thioredoxins; SCO1 has a paralog, SCO2, that arose from the whole genome duplication",S000000241,A6ZKY1,GO:0005507;GO:0005739;GO:0005743;GO:0006878;GO:0008535;GO:0016531;GO:0033617;GO:0034599;GO:0045454;GO:0046872,BP;CC;MF,,PF02630,IPR003782;IPR012336;IPR017276
YBR038W,CHS2,CHS2,Chitin synthase II; catalyzes transfer of N-acetylglucosamine (GlcNAc) to chitin upon activation of zymogenic form; required for chitin synthesis in the primary septum during cytokinesis; localization regulated by Cdk1p during mitosis; phosphorylation by Dbf2p kinase regulates its dynamics and chitin synthesis during cytokinesis,S000000242,A0A0L8VV70,GO:0004100;GO:0005829;GO:0005935;GO:0006031;GO:0016020;GO:0016740;GO:0016757;GO:0016758;GO:0030428;GO:0071555;GO:0071944;GO:1902404,BP;CC;MF,00520,PF01644;PF08407,IPR004834;IPR004835;IPR013616;IPR029044
YBR039W,ATP3,ATP3,"Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis",S000000243,A0A0L8VVA5,GO:0005739;GO:0005743;GO:0006754;GO:0006811;GO:0015986;GO:0016020;GO:0045259;GO:0046933;GO:0046961;GO:1902600,BP;CC;MF,00190;01100,PF00231,IPR000131;IPR023632
YBR040W,FIG1,FIG1,"Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating; targeted to vacuole via AP-3 pathway",S000000244,A0A0L8VVU5,GO:0000324;GO:0000747;GO:0000753;GO:0000755;GO:0003674;GO:0009277;GO:0016020;GO:0043332,BP;CC;MF,,PF12351,IPR016509;IPR033481
YBR041W,FAT1,FAT1,Very long chain fatty acyl-CoA synthetase and fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids,S000000245,A0A0L8VV66,GO:0000038;GO:0000166;GO:0000329;GO:0001676;GO:0004467;GO:0005324;GO:0005524;GO:0005777;GO:0005778;GO:0005783;GO:0005811;GO:0005829;GO:0005886;GO:0006515;GO:0006869;GO:0009898;GO:0016874;GO:0019395;GO:0031957;GO:0044539;GO:0071944,BP;CC;MF,,PF00501,IPR000873;IPR020845;IPR030310
YBR042C,CST26,CST26,"Acyltransferase; enzyme mainly responsible for the introduction of saturated very long chain fatty acids into neo-synthesized molecules of phosphatidylinositol; required for incorporation of stearic acid into phosphatidylinositol; affects chromosome stability when overexpressed; CST26 has a paralog, YDR018C, that arose from the whole genome duplication",S000000246,C7GXX0,GO:0005783;GO:0005811;GO:0006629;GO:0006644;GO:0008654;GO:0012505;GO:0016740;GO:0016746;GO:0036149,BP;CC;MF,,PF01553;PF16076,IPR002123;IPR032098
YBR043C,QDR3,QDR3,"Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; has a role in polyamine homeostasis; involved in spore wall asembly; sequence similarity to DTR1 and QDR1, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; expression is upregulated under polyamine stress; required for resistance to quinidine, barban, cisplatin, and bleomycin",S000000247,C7GXW9,GO:0005886;GO:0010509;GO:0015203;GO:0015562;GO:0015565;GO:0015826;GO:0022857;GO:0030476;GO:0032973;GO:0048878;GO:0055085;GO:0071944;GO:1902047,BP;CC;MF,,PF07690,IPR011701;IPR020846
YBR044C,TCM62,TCM62,Protein involved in assembly of the succinate dehydrogenase complex; mitochondrial; putative chaperone,S000000248,A6ZKY8,GO:0000166;GO:0005524;GO:0005737;GO:0005739;GO:0005743;GO:0005759;GO:0006457;GO:0007005;GO:0034514;GO:0034553;GO:0042026;GO:0045041;GO:0051082;GO:0051087;GO:0051131;GO:0140662,BP;CC;MF,,,IPR027409
YBR045C,GIP1,GIP1,"Meiosis-specific regulatory subunit of the Glc7p protein phosphatase; regulates spore wall formation and septin organization, required for expression of some late meiotic genes and for normal localization of Glc7p",S000000249,D6VQ45,GO:0000164;GO:0005628;GO:0008157;GO:0019888;GO:0030476,BP;CC;MF,04113,,
YBR046C,ZTA1,ZTA1,NADPH-dependent quinone reductase; GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin,S000000250,D6VQ46,GO:0003960;GO:0005634;GO:0005737;GO:0005829;GO:0008270;GO:0016491;GO:0032440;GO:0034599;GO:0035925,BP;CC;MF,,PF00107;PF08240,IPR002085;IPR002364;IPR011032;IPR013149;IPR013154;IPR016040;IPR020843
YBR047W,FMP23,FMP23,"Protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",S000000251,A0A0L8VVU0,GO:0003674;GO:0005739;GO:0008150,BP;CC;MF,,PF17315,
YBR048W,RPS11B,RPS11B,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; RPS11B has a paralog, RPS11A, that arose from the whole genome duplication",S000000252,A0A0L8VSX4,GO:0000028;GO:0000462;GO:0003723;GO:0003735;GO:0005737;GO:0005840;GO:0006412;GO:0019843;GO:0022627;GO:0030686;GO:1990904,BP;CC;MF,03010,PF00366;PF16205,IPR000266;IPR012340;IPR019979;IPR028333;IPR032440
YBR049C,REB1,REB1,RNA polymerase I enhancer binding protein; DNA binding protein that binds to genes transcribed by both RNA polymerase I and RNA polymerase II; required for termination of RNA polymerase I transcription; Reb1p bound to DNA acts to block RNA polymerase II readthrough transcription,S000000253,A6ZKZ3,GO:0000785;GO:0000976;GO:0001174;GO:0003677;GO:0003700;GO:0005634;GO:0005654;GO:0006353;GO:0006355;GO:0006357;GO:0006369;GO:0031981;GO:0043565,BP;CC;MF,,PF00249;PF21559,IPR001005;IPR009057;IPR017877;IPR017930
YBR050C,REG2,REG2,"Regulatory subunit of the Glc7p type-1 protein phosphatase; involved with Reg1p, Glc7p, and Snf1p in regulation of glucose-repressible genes, also involved in glucose-induced proteolysis of maltose permease; REG2 has a paralog, REG1, that arose from the whole genome duplication",S000000254,D6VQ50,GO:0000164;GO:0019888;GO:0071333;GO:1904547,BP;CC;MF,,PF08550,IPR013860
YBR051W,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the REG2/YBR050C regulatory subunit of the Glc7p type-1 protein phosphatase",S000000255,NA,,,,,
YBR052C,RFS1,RFS1,"Protein of unknown function; member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; RFS1 has a paralog, PST2, that arose from the whole genome duplication",S000000256,A6ZKZ5,GO:0003674;GO:0005737;GO:0010181;GO:0016020;GO:0016491;GO:0032126;GO:0045121;GO:0160020,BP;CC;MF,,PF03358,IPR008254;IPR029039
YBR053C,NA,regucalcin,Protein of unknown function; induced by cell wall perturbation,S000000257,A6ZKZ6,GO:0003674;GO:0004341;GO:0005509;GO:0005575;GO:0008150;GO:0019853,BP;CC;MF,,PF08450,IPR011042;IPR013658
YBR054W,YRO2,YRO2,"Protein with a putative role in response to acid stress; null mutant is sensitive to acetic acid; transcription is regulated by Haa1p and induced in the presence of acetic acid; protein observed in plasma membrane foci in the presence of acetic acid; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies",S000000258,A6ZKZ7,GO:0003674;GO:0005739;GO:0005783;GO:0005886;GO:0005933;GO:0008150;GO:0016020,BP;CC;MF,,PF01036,IPR001425
YBR055C,PRP6,PRP6,Splicing factor; component of the U4/U6-U5 snRNP complex,S000000259,A6ZKZ8,GO:0000244;GO:0000398;GO:0003674;GO:0005634;GO:0005681;GO:0006396;GO:0006397;GO:0008150;GO:0008380;GO:0032991;GO:0046540;GO:0071013,BP;CC;MF,03040,PF06424,IPR003107;IPR010491;IPR011990;IPR013026;IPR019734;IPR027108
YBR056C-B,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the dubious ORF YBR056W-A",S000087087,NA,,,,,
YBR056W,MRX18,MRX18,Putative glycoside hydrolase of the mitochondrial intermembrane space,S000000260,A6ZKZ9,GO:0003674;GO:0004338;GO:0005737;GO:0005758;GO:0005829;GO:0008150;GO:0009251;GO:0016787;GO:0016798;GO:0046557,BP;CC;MF,,,IPR013781;IPR017853
YBR056W-A,MNC1,MNC1,"Putative membrane protein; upregulated by toxic concentrations of heavy metal ions including Mn2+, Co2+, Ni2+, Cu2+, and Zn2+; mRNA identified as translated by ribosome profiling data; localizes to the cytoplasm, possibly in intracellular membranes; CYSTM (cysteine-rich transmembrane module) family member; partially overlaps dubious ORF YBR056C-B; YBR056W-A has a paralog, YDR034W-B, that arose from the whole genome duplication",S000028736,A6ZL00,GO:0003674;GO:0005737;GO:0008150,BP;CC;MF,,,
YBR057C,MUM2,MUM2,"Protein essential for meiotic DNA replication and sporulation; cytoplasmic protein; subunit of the MIS complex which controls mRNA methylation during during the induction of sporulation; also interacts with Orc2p, which is a component of the origin recognition complex",S000000261,A0A0L8VV93,GO:0005515;GO:0005730;GO:0005737;GO:0006279;GO:0030435;GO:0036396;GO:0051321;GO:2000221,BP;CC;MF,,,IPR029732
YBR058C,UBP14,UBP14,"Ubiquitin-specific protease; specifically disassembles unanchored ubiquitin chains; involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; similar to human isopeptidase T",S000000262,D3UEF5,GO:0004843;GO:0005634;GO:0005737;GO:0005829;GO:0006508;GO:0008233;GO:0008234;GO:0008270;GO:0016579;GO:0016787;GO:0031647;GO:0043161;GO:0045721;GO:0046872,BP;CC;MF,,PF00443;PF02148;PF17807;PF22562,IPR001394;IPR001607;IPR009060;IPR013083;IPR015940;IPR016652;IPR018200;IPR028889;IPR033864
YBR058C-A,TSC3,TSC3,Protein that stimulates the activity of serine palmitoyltransferase;  involved in sphingolipid biosynthesis; Lcb1p and Lcb2p are the two components of serine palmitoyltransferase,S000007521,A6ZL03,GO:0005783;GO:0005789;GO:0006629;GO:0006665;GO:0006666;GO:0008047;GO:0017059;GO:0090154,BP;CC;MF,,,
YBR059C,AKL1,AKL1,"Ser/Thr protein kinase; phosphorylates Pan1p, Sla1p and Ent1p to negatively regulate endocytosis in response to membrane stress; regulates actin cytoskeleton organization and clathrin-dependent endocytosis; phosphorylated and inhibited by upstream kinase, Fpk1p; member, along with Ark1p and Prk1p, of the Ark kinase family ",S000000263,A6ZL04,GO:0000147;GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005628;GO:0005737;GO:0005935;GO:0007015;GO:0016301;GO:0016740;GO:0071944;GO:0106310;GO:1900186,BP;CC;MF,,PF00069,IPR000719;IPR008271;IPR011009
YBR060C,ORC2,ORC2,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p,S000000264,D6VQ60,GO:0000781;GO:0000808;GO:0003682;GO:0003688;GO:0005634;GO:0005656;GO:0005664;GO:0006260;GO:0006267;GO:0006270;GO:0030466;GO:0031261;GO:0031509,BP;CC;MF,04111;04113,PF04084;PF24882,IPR007220
YBR061C,TRM7,TRM7,"2'-O-ribose methyltransferase; methylates the 2'-O-ribose of tRNA-Phe, tRNA-Trp, and tRNA-Leu at positions C32 and N34 of tRNA anticodon loop; crucial biological role likely modification of tRNA-Phe; interacts with Trm732p and Rtt10p in 2'-O-methylation of C32 and N34 substrate tRNAs, respectively; yeast null mutant can be functionally complemented by human FTSJ1, mutations in which have been implicated in nonsyndromic X-linked intellectual disability (NSXLID)",S000000265,A0A0L8VV51,GO:0001510;GO:0002128;GO:0002130;GO:0002181;GO:0005737;GO:0008033;GO:0008168;GO:0008175;GO:0016740;GO:0030488;GO:0032259;GO:0106050;GO:0106340,BP;CC;MF,,PF01728,IPR002877;IPR015507;IPR028590;IPR029063
YBR062C,NA,NA,Protein of unknown function that interacts with Msb2p; may play a role in activation of the filamentous growth pathway,S000000266,D6VQ62,GO:0005575;GO:0005737;GO:0008150;GO:0008270;GO:0016567;GO:0046872;GO:0061630,BP;CC;MF,,PF13639,IPR001841;IPR013083
YBR063C,CNM1,CNM1,"Molecular tether on nuclear membrane; mediates contact by interacting with Tom70p on mitochondria; protein abundance is regulated by phosphatidylcholine, enabling coupling of phospholipid homeostasis with contact extent",S000000267,D6VQ63,GO:0005515;GO:0005635;GO:0005741;GO:0016020;GO:0044232;GO:0140056,BP;CC;MF,,,
YBR064W,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YBR063C",S000000268,NA,,,,,
YBR065C,ECM2,ECM2,"Pre-mRNA splicing factor; facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome, function may be regulated by Slu7p",S000000269,A6ZL09,GO:0000398;GO:0000974;GO:0003723;GO:0005634;GO:0005681;GO:0006397;GO:0008380;GO:0017070;GO:0036002;GO:0071006;GO:0071007,BP;CC;MF,03040,PF21369,
YBR066C,NRG2,NRG2,Transcriptional repressor; mediates glucose repression and negatively regulates filamentous growth; activated in stochastic pulses of nuclear localization in response to low glucose,S000000270,A0A0L8VVC6,GO:0000122;GO:0000785;GO:0000978;GO:0000981;GO:0003677;GO:0005634;GO:0005667;GO:0006357;GO:0008270;GO:0031519;GO:0043565;GO:0043709;GO:0046872;GO:2000218;GO:2000221,BP;CC;MF,,,IPR007087;IPR013087;IPR015880
YBR067C,TIP1,TIP1,Major cell wall mannoprotein with possible lipase activity; transcription is induced by heat- and cold-shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins,S000000271,C7GQI2,GO:0005199;GO:0005829;GO:0009277;GO:0016020;GO:0016298;GO:0016787;GO:0031505;GO:0071944;GO:0098552,BP;CC;MF,,PF00660,IPR000992
YBR068C,BAP2,BAP2,"High-affinity leucine permease; functions as a branched-chain amino acid permease involved in uptake of leucine, isoleucine and valine; contains 12 predicted transmembrane domains; BAP2 has a paralog, BAP3, that arose from the whole genome duplication",S000000272,A6ZL12,GO:0003333;GO:0005783;GO:0005886;GO:0006865;GO:0015171;GO:0015823;GO:0016020;GO:0055085,BP;CC;MF,,PF00324,IPR002293;IPR004762;IPR004840;IPR004841
